time,dT,flow_hx_bot,flow_hx_top,heat_exchanger_T_ambient,max_flow_T,max_v,mdot,min_flow_T,pump,total_fission_source,total_power,total_power_density,lambda
68,134.39234647632,-3.1636210098568,3.1636210098568,944.20444864041,3477.5464541175,1.5269612728268,13552.952406227,-3052.3800032411,0.5,61.616890682668,2923064044.7453,315325139.67047,1.6811986854948e-13
68.25,134.45607512921,-3.1630322961079,3.1630322961079,944.19805417666,3477.0701324536,1.526721377825,13550.430356526,-3051.781224412,0.5,61.621508814452,2923283858.6491,315348852.0657,1.2943064420158e-13
68.5,134.51418461375,-3.1624731363215,3.1624731363215,944.1940606851,3476.6148278288,1.5264928476469,13548.034916001,-3051.2173325336,0.5,61.621739437042,2923295098.7337,315350064.58831,6.4845279847092e-14
68.75,134.56687559729,-3.1619425432309,3.161942543231,944.19201311072,3476.1801476415,1.5262762784096,13545.761855201,-3050.6874187808,0.5,61.630409352152,2923706084.1586,315394399.58561,3.7411192487921e-14
69,134.61451369113,-3.161438777803,3.161438777803,944.19129946121,3475.7648941425,1.5260717943781,13543.603724108,-3050.1893505043,0.5,61.630517885348,2923711544.711,315394988.64196,6.2159125666143e-14
69.25,134.65762159049,-3.1609606308015,3.1609606308015,944.19121327775,3475.3684836672,1.5258795461197,13541.555342354,-3049.7210431822,0.5,61.634000437071,2923876030.0072,315412732.47111,3.0519797465067e-13
69.5,134.6968392449,-3.1605072466351,3.1605072466351,944.19102948432,3474.9907012575,1.525699625544,13539.613044585,-3049.2803647251,0.5,61.639164276245,2924121584.5022,315439221.62914,1.9779877984285e-13
69.75,134.73288586485,-3.1600774741717,3.1600774741717,944.19008265104,3474.6309818226,1.5255317562503,13537.771899352,-3048.864624171,0.5,61.639482739639,2924134578.043,315440623.30561,5.3538849679541e-14
70,134.76649705942,-3.1596712698098,3.1596712698098,944.18783585859,3474.2899392044,1.5253759514659,13536.031719865,-3048.4721103128,0.5,61.648974051892,2924586784.4192,315489405.00746,-1.4418847490769e-13
70.25,134.7983735893,-3.1592877510457,3.1592877510457,944.18393172596,3473.9672034926,1.5252316758091,13534.38872548,-3048.1003529511,0.5,61.649001910449,2924588418.8514,315489581.32162,-2.3331933891982e-13
70.5,134.82913244969,-3.1589261878916,3.1589261878916,944.17821846149,3473.6625424544,1.5250982888455,13532.839788927,-3047.7472650684,0.5,61.649132476021,2924594614.4257,315490249.66836,-1.4159393325379e-13
70.75,134.85925506169,-3.1585859597036,3.1585859597036,944.17074894259,3473.3757640875,1.5249750738269,13531.38225137,-3047.4112145136,0.5,61.64942812938,2924605870.3476,315491463.89941,-7.0163338704955e-14
71,134.88906250202,-3.158266916612,3.158266916612,944.16175480366,3473.1071394388,1.5248614694357,13530.015470766,-3047.0914759259,0.5,61.654105384856,2924829777.9998,315515617.9072,-1.1108463289853e-13
71.25,134.91870878685,-3.1579683878442,3.1579683878442,944.15160166769,3472.8562918741,1.5247566790839,13528.736573524,-3046.7872745964,0.5,61.65411492569,2924830977.6633,315515747.32074,-2.8142206391401e-13
71.5,134.94819515216,-3.157689641848,3.157689641848,944.14073338186,3472.6227404114,1.5246599048862,13527.542425677,-3046.4982223934,0.5,61.654181373153,2924834130.7432,315516087.45881,-2.3364541710934e-13
71.75,134.9773939504,-3.1574298535991,3.1574298535991,944.12961461702,3472.405840375,1.5245703742509,13526.429492818,-3046.224187155,0.5,61.654216722913,2924835807.644,315516268.35426,-1.6974462470312e-13
72,135.00608834652,-3.1571880898687,3.1571880898687,944.11868018952,3472.2047985161,1.5244873641199,13525.393776998,-3045.9651843287,0.5,61.654259718238,2924837847.5948,315516488.41368,-1.7427045473531e-13
72.25,135.03401533976,-3.1569633093624,3.1569633093624,944.10829693037,3472.0186764965,1.5244102205714,13524.430817309,-3045.721244553,0.5,61.654288113102,2924839194.4166,315516633.7019,-2.0777169610351e-13
72.5,135.06090620803,-3.156754379095,3.156754379095,944.09874061588,3471.8464262175,1.524338372988,13523.535760043,-3045.4923191008,0.5,61.654336328693,2924841482.4019,315516880.518,-1.1499423019015e-13
72.75,135.08651940522,-3.1565601026438,3.1565601026437,944.0901873486,3471.686917431,1.5242713421984,13522.703479726,-3045.2781998714,0.5,61.654402112883,2924844603.9559,315517217.25523,-1.0337243342698e-13
73,135.11066371209,-3.1563792568762,3.1563792568762,944.08271659951,3471.5389842658,1.5242087417541,13521.928736458,-3045.0784879421,0.5,61.654517227252,2924850066.2333,315517806.49766,-1.8339698246687e-13
73.25,135.13321091908,-3.1562107597045,3.1562107597045,944.07632214988,3471.4016048548,1.5241503346673,13521.206894574,-3044.8927105586,0.5,61.656042260625,2924921980.0795,315525564.19412,-8.8019339323175e-14
73.5,135.15409829146,-3.1560537786455,3.1560537786455,944.07092730253,3471.2740226934,1.5240960685746,13520.534387717,-3044.7204200812,0.5,61.659947093151,2925107530.0027,315545580.36707,-3.4844585898155e-14
73.75,135.17332947411,-3.1559071442162,3.1559071442162,944.06640154325,3471.155096272,1.5240457742048,13519.906205822,-3044.5606200772,0.5,61.660127475924,2925116216.1732,315546517.38653,-1.768795243417e-13
74,135.19096839086,-3.1557705244707,3.1557705244707,944.06257604035,3471.044619532,1.5239996710792,13519.320926833,-3044.4129463095,0.5,61.668169259255,2925497362.9332,315587633.54188,-2.7452612814958e-13
74.25,135.20713277835,-3.1556428248283,3.1556428248283,944.05925774154,3470.9415444263,1.523957620433,13518.773861564,-3044.2761260087,0.5,61.668213643172,2925499819.3575,315587898.52832,-2.1376905456214e-13
74.5,135.22199103933,-3.1555231763964,3.1555231763964,944.05624132343,3470.8451152905,1.5239195052569,13518.261287682,-3044.1489886074,0.5,61.669471912051,2925558661.0045,315594246.06305,-3.5316246961931e-13
74.75,135.23573794498,-3.155411505251,3.155411505251,944.05331998896,3470.7554425028,1.5238854947326,13517.782888495,-3044.03103907,0.5,61.677842310899,2925956300.5852,315637141.37921,-1.0970401624987e-13
75,135.24859444357,-3.1553069579785,3.1553069579785,944.05029697778,3470.6717989227,1.5238553243407,13517.33500798,-3043.9209678181,0.5,61.677889215432,2925958826.3206,315637413.84257,-2.2775134959514e-13
75.25,135.26079010598,-3.155209220589,3.155209220589,944.04699763726,3470.5940702433,1.5238288646109,13516.916301003,-3043.8179781167,0.5,61.68236190546,2926170737.3572,315660273.71706,-2.7504942431163e-13
75.5,135.27254227293,-3.1551178437802,3.1551178437802,944.04328234984,3470.5219507926,1.5238058369246,13516.524842754,-3043.7211388937,0.5,61.684781414039,2926285301.4369,315672632.30171,-2.1212757805944e-13
75.75,135.28405002431,-3.155032714178,3.155032714178,944.03905864681,3470.4555008942,1.5237860423039,13516.160147539,-3043.629897361,0.5,61.689951091443,2926530495.8328,315699082.61411,-4.469112961255e-13
76,135.29547668886,-3.1549532615458,3.1549532615458,944.03429062889,3470.3942308565,1.5237690210055,13515.819772462,-3043.5433254046,0.5,61.690078362881,2926537076.7471,315699792.52935,-2.4172285446984e-13
76.25,135.30693840662,-3.1548797969175,3.1548797969175,944.02900279919,3470.3385910412,1.5237546870871,13515.505049995,-3043.4614646794,0.5,61.698699151744,2926945903.2191,315743894.6299,-2.0720841056202e-13
76.5,135.31850414614,-3.1548117493939,3.1548117493939,944.02327765558,3470.2880285314,1.5237425668774,13515.213534404,-3043.3836217407,0.5,61.698702129281,2926946182.2342,315743924.72861,-1.0100317094204e-13
76.75,135.33019622821,-3.1547485861319,3.1547485861319,944.01724604212,3470.2420306134,1.5237321950849,13514.942942989,-3043.3092854015,0.5,61.698785173039,2926950123.4134,315744349.88278,7.8856793356822e-14
77,135.34198901046,-3.1546900658928,3.1546900658928,944.01107170836,3470.2003891321,1.5237232533915,13514.692242285,-3043.2383609026,0.5,61.701658506815,2927085553.0639,315758959.33807,2.5424985674288e-14
77.25,135.35381215775,-3.1546358238584,3.1546358238584,944.00493276423,3470.162731787,1.5237154052024,13514.459869409,-3043.1707470583,0.5,61.70336862353,2927166258.1471,315767665.38803,1.9985418460829e-13
77.5,135.36556345276,-3.1545857210575,3.1545857210575,943.99900261607,3470.1289330288,1.5237084669652,13514.24522901,-3043.1066594378,0.5,61.707506645158,2927362429.9707,315788827.39705,6.991056025436e-14
77.75,135.37712103024,-3.1545391918938,3.1545391918938,943.99343315851,3470.0983868866,1.5237021185494,13514.045898073,-3043.0459529109,0.5,61.707597635172,2927368184.1617,315789448.12963,1.5169575766346e-13
78,135.38834992301,-3.154496255187,3.154496255187,943.98834155609,3470.07110349,1.5236963628457,13513.861957221,-3042.9890606619,0.5,61.713711552041,2927657672.0615,315820676.59778,1.6109748430833e-13
78.25,135.39912301293,-3.1544562922836,3.1544562922836,943.98380222982,3470.046373638,1.5236909785644,13513.690756143,-3042.9357580802,0.5,61.713739653861,2927659557.99,315820880.04207,-7.8076224958812e-14
78.5,135.4093392832,-3.1544188267169,3.1544188267169,943.97984368922,3470.0236771842,1.5236858380087,13513.530253655,-3042.885908036,0.5,61.715035169829,2927720568.9108,315827461.58693,-2.0216865601122e-13
78.75,135.41892409685,-3.1543838383547,3.1543838383547,943.97645001167,3470.0029820783,1.523681056873,13513.380363511,-3042.8397164998,0.5,61.720803162164,2927993786.0883,315856934.8531,-2.7712954961972e-13
79,135.42784651581,-3.1543507429286,3.1543507429286,943.97356672153,3469.9836659391,1.5236765204428,13513.238582706,-3042.7967376687,0.5,61.720856296749,2927997169.8813,315857299.87932,-4.275343951189e-16
79.25,135.4361123459,-3.1543194726902,3.1543194726903,943.97110953565,3469.9657017946,1.5236723453991,13513.104621005,-3042.7569353165,0.5,61.725705449603,2928226703.7799,315882060.81768,-3.3808301334722e-13
79.5,135.44375996886,-3.1542895284215,3.1542895284215,943.96897550145,3469.948572294,1.5236684449731,13512.976339758,-3042.7197385342,0.5,61.725847208508,2928233938.3134,315882841.24201,-3.07789641042e-13
79.75,135.45085501747,-3.1542613141827,3.1542613141827,943.9670546739,3469.9327788504,1.5236651292543,13512.855469959,-3042.6853868958,0.5,61.7346195078,2928649946.7334,315927718.09422,-2.3825129002454e-13
80,135.45748512094,-3.1542343647915,3.1542343647915,943.96524175264,3469.917867917,1.5236623071767,13512.740018767,-3042.6532133803,0.5,61.734620098206,2928650117.5395,315927736.5199,-3.6827281861946e-13
80.25,135.46374891821,-3.154208302672,3.154208302672,943.96344533961,3469.9034935314,1.523659871962,13512.628368647,-3042.6226119825,0.5,61.734745076527,2928656049.6558,315928376.44615,-2.9721885804774e-13
80.5,135.46974198662,-3.1541834666499,3.1541834666499,943.96159376577,3469.8900773421,1.5236580040138,13512.521971128,-3042.5936569366,0.5,61.741484495224,2928975616.2665,315962849.65118,-4.338435101658e-13
80.75,135.47555551406,-3.1541595432588,3.1541595432588,943.95963783754,3469.8773257322,1.5236565627622,13512.419483321,-3042.5658094292,0.5,61.741499468238,2928976473.4216,315962942.11668,-5.0434193687852e-13
81,135.48126807888,-3.1541363204142,3.1541363204142,943.95755047804,3469.8650598794,1.5236554008127,13512.319996655,-3042.538671496,0.5,61.741918068664,2928995110.2733,315964952.56454,-2.4989008008075e-13
81.25,135.48693065767,-3.1541143768578,3.1541143768578,943.95532454943,3469.8539251927,1.5236547123531,13512.225990459,-3042.512649329,0.5,61.74991079765,2929375449.4514,316005981.60209,-4.1784574949623e-13
81.5,135.49258014866,-3.1540934677654,3.1540934677654,943.95297081447,3469.8436663624,1.5236543237794,13512.136415907,-3042.4874043848,0.5,61.749883484302,2929374206.7338,316005847.5441,-3.5225117499538e-13
81.75,135.498232925,-3.1540733895591,3.1540733895591,943.95051580692,3469.8340660144,1.5236540594099,13512.050400871,-3042.4626952133,0.5,61.749947455312,2929377243.4314,316006175.12745,-2.4194667450298e-13
82,135.50388600498,-3.1540539998598,3.1540539998598,943.94799953599,3469.8249522163,1.5236537587797,13511.9673354,-3042.4383785657,0.5,61.750313745955,2929393997.7274,316007982.49487,-3.1414190556602e-13
82.25,135.50951650603,-3.1540356810673,3.1540356810673,943.94547226369,3469.8167085436,1.5236535134944,13511.888857692,-3042.4148583594,0.5,61.755862786922,2929656404.1318,316036289.55036,-3.4329913390653e-13
82.5,135.51509593876,-3.1540182374685,3.1540182374685,943.94299027751,3469.8091051131,1.5236531836441,13511.814129315,-3042.3920210699,0.5,61.755847712886,2929657148.4328,316036369.84173,-3.6804568651023e-13
82.75,135.5205849016,-3.154001491171,3.1540014911709,943.94061029296,3469.8019321702,1.5236526469777,13511.742388176,-3042.3698053062,0.5,61.755934773943,2929661280.4081,316036815.57801,-2.122674456146e-13
83,135.52593605367,-3.1539855538568,3.1539855538568,943.93838351223,3469.7952854983,1.5236519336394,13511.674112722,-3042.3484410121,0.5,61.758908050721,2929800943.8122,316051881.74889,-2.0751332669357e-14
83.25,135.53110220493,-3.1539702411122,3.1539702411122,943.93635087621,3469.7889370251,1.523650967072,13511.608512925,-3042.3278739256,0.5,61.75894951725,2929804298.8751,316052243.67584,-8.706328044365e-14
83.5,135.53603834682,-3.1539556215211,3.1539556215211,943.93454000869,3469.7829472145,1.5236498044802,13511.545882597,-3042.3082971519,0.5,61.761592137695,2929926924.7377,316065471.92424,-1.8145902349603e-13
83.75,135.54071039209,-3.153941514167,3.1539415141666,943.93296420104,3469.7771149957,1.5236484110256,13511.48544669,-3042.28964163,0.5,61.761696180691,2929934600.1223,316066299.90531,-2.5403853186132e-13
84,135.54509025803,-3.1539280562213,3.153928056221,943.93162258208,3469.7715810474,1.5236469099322,13511.427792851,-3042.2721179992,0.5,61.765027863583,2930091103.2652,316083182.66076,-2.7686914658228e-14
84.25,135.54916665627,-3.1539150532935,3.1539150532931,943.93050116542,3469.7661402864,1.5236452888648,13511.372088308,-3042.2555831074,0.5,61.765048182692,2930093616.8169,316083453.80981,-2.1950344913636e-13
84.5,135.55294053677,-3.1539023774843,3.1539023774839,943.92957421426,3469.7606752052,1.5236435590256,13511.317785141,-3042.239933771,0.5,61.765601198362,2930119181.7765,316086211.62637,-3.0661759179619e-13
84.75,135.55642229051,-3.1538902300582,3.1538902300578,943.92880618618,3469.755418771,1.5236418803778,13511.265745568,-3042.225342887,0.5,61.769355395654,2930295695.6581,316105253.03755,-1.938735344938e-13
85,135.55963853929,-3.1538784403743,3.153878440374,943.92815489891,3469.7502190799,1.5236402446379,13511.215238562,-3042.2115977056,0.5,61.769347638152,2930297581.0551,316105456.4245,-2.3599023460515e-13
85.25,135.56262485802,-3.1538668706936,3.1538668706933,943.92757556262,3469.744967665,1.5236386367116,13511.16567405,-3042.1984962207,0.5,61.769457435408,2930302791.6814,316106018.52011,-1.5359013204142e-13
85.5,135.56541987555,-3.1538557245638,3.1538557245635,943.92702519463,3469.7399150521,1.5236371819366,13511.11792403,-3042.1861395244,0.5,61.772782520418,2930460071.9996,316122985.11323,-2.5232528716208e-13
85.75,135.56806637197,-3.1538448795077,3.1538448795074,943.926466907,3469.73495492,1.5236358492282,13511.07146381,-3042.1743029677,0.5,61.772781383393,2930460477.5944,316123028.86671,-2.2683679073428e-13
86,135.57060590677,-3.1538342482716,3.1538342482713,943.92587297569,3469.7300257217,1.5236346005413,13511.025919594,-3042.1628057537,0.5,61.772885900761,2930465437.1494,316123563.87803,-2.2730548462368e-13
86.25,135.57307236809,-3.1538239784764,3.1538239784762,943.92522633371,3469.725301167,1.5236334896564,13510.981923792,-3042.1516946966,0.5,61.77517435086,2930571855.6426,316135043.75865,-2.661790719857e-13
86.5,135.57549361861,-3.1538140062518,3.1538140062516,943.92452073664,3469.7207240352,1.5236324678396,13510.939202782,-3042.1408333561,0.5,61.775213343116,2930575849.7089,316135474.618,-2.0882092443779e-13
86.75,135.57788763735,-3.1538043717486,3.1538043717484,943.92375972495,3469.7163437501,1.5236315235455,13510.89792857,-3042.1302090067,0.5,61.776204692314,2930622628.2387,316140520.8456,-2.3848953929372e-13
87,135.58026030675,-3.1537951185448,3.1537951185446,943.9229548501,3469.7121941851,1.5236306446731,13510.858287845,-3042.1198310584,0.5,61.77717782289,2930668311.8654,316145448.96067,-2.0892711445083e-13
87.25,135.58261204743,-3.1537862211036,3.1537862211034,943.9221235434,3469.7082465549,1.5236297896034,13510.820171207,-3042.1096728583,0.5,61.777440541647,2930681508.1314,316146872.50608,-3.25286467051e-13
87.5,135.58493385386,-3.1537777756285,3.1537777756283,943.92128678766,3469.7045884733,1.5236289763837,13510.783990792,-3042.0998373748,0.5,61.778962736011,2930751541.2261,316154427.31673,-2.0849262434031e-13
87.75,135.58721270441,-3.1537697266505,3.1537697266503,943.92046679418,3469.7011483626,1.523628163868,13510.74950897,-3042.0903016143,0.5,61.778961442643,2930753658.002,316154655.66365,-2.4116540943993e-13
88,135.58943540349,-3.1537620270026,3.1537620270025,943.91968477766,3469.6978806636,1.5236273187466,13510.716523679,-3042.0810680252,0.5,61.779107409535,2930760583.9957,316155402.80428,-2.8159968923951e-13
88.25,135.59158610393,-3.1537547378279,3.1537547378278,943.91895898825,3469.6948475007,1.5236264643323,13510.685296854,-3042.0722404158,0.5,61.780366266289,2930819653.1469,316161774.881,-3.4433954299428e-13
88.5,135.59365028256,-3.1537477903945,3.1537477903944,943.91830332769,3469.6919733511,1.5236255745622,13510.65553405,-3042.0637983808,0.5,61.780365902247,2930820285.6529,316161843.11251,-3.8188113853394e-13
88.75,135.59561731863,-3.1537411400389,3.1537411400388,943.91772660173,3469.6892271019,1.5236246383232,13510.627043926,-3042.055750355,0.5,61.780637016274,2930833005.8024,316163215.29691,-4.2341616884086e-13
89,135.59747758395,-3.1537348410416,3.1537348410415,943.91723240541,3469.6866715226,1.5236236959722,13510.600059022,-3042.0481821087,0.5,61.781921291594,2930892568.1981,316169640.58232,-4.5255002374636e-13
89.25,135.5992255566,-3.1537288202331,3.153728820233,943.91681960325,3469.6842358963,1.523622737571,13510.574265878,-3042.0410502571,0.5,61.781921600887,2930894087.456,316169804.47206,-2.329393358397e-13
89.5,135.60086047759,-3.1537230170145,3.1537230170144,943.91648306287,3469.6818731263,1.5236217588487,13510.54940489,-3042.0343183111,0.5,61.78204699679,2930900037.4449,316170446.32631,-3.4355411092497e-13
89.75,135.60238402631,-3.1537174410987,3.1537174410987,943.91621443803,3469.6796012346,1.5236207872735,13510.525517667,-3042.0279976762,0.5,61.782813455277,2930936267.2078,316174354.6071,-2.2717312062264e-13
90,135.60379937802,-3.153712054546,3.1537120545459,943.91600295304,3469.6773795603,1.523619828633,13510.502441675,-3042.0220428196,0.5,61.783059222722,2930947682.5864,316175586.03952,-3.2906415574756e-13
90.25,135.6051151294,-3.1537068488365,3.1537068488365,943.91583609702,3469.6752163745,1.5236188989272,13510.480140415,-3042.0164360536,0.5,61.783556112651,2930970997.9321,316178101.17929,-1.9567718653991e-13
90.5,135.60633923225,-3.1537018597394,3.1537018597394,943.9157003345,3469.6731528862,1.523618032532,13510.458767123,-3042.0111886569,0.5,61.784437603709,2931013305.3201,316182665.08307,-3.0723258502651e-14
90.75,135.60748261101,-3.1536970408462,3.1536970408461,943.91558195586,3469.6711421655,1.523617223773,13510.438122985,-3042.0062255386,0.5,61.784468456894,2931014910.35,316182838.22545,-2.3119450848105e-13
91,135.60855751273,-3.1536923658828,3.1536923658827,943.9154679895,3469.6691667552,1.5236164687095,13510.418095442,-3042.0014941789,0.5,61.784630844647,2931022574.0536,316183664.94645,-1.0943627073144e-13
91.25,135.60957571545,-3.1536879077579,3.1536879077579,943.91534712143,3469.6673077248,1.5236158043079,13510.398996835,-3041.9970286148,0.5,61.785734720356,2931074242.4231,316189238.66484,2.7734781031107e-14
91.5,135.61055011429,-3.153683631132,3.1536836311319,943.91521057238,3469.6655348362,1.5236152167736,13510.380675769,-3041.9927627319,0.5,61.785735980144,2931075040.938,316189324.80453,-1.7487211493093e-13
91.75,135.61149301555,-3.1536795118162,3.1536795118161,943.9150526718,3469.6638344946,1.5236146909416,13510.36302862,-3041.9886474046,0.5,61.785813629809,2931078725.5038,316189722.27657,-8.5465701448574e-14
92,135.61241472296,-3.153675538169,3.1536755381689,943.91487110881,3469.662200513,1.5236142118163,13510.346005516,-3041.9846455292,0.5,61.785950236051,2931085206.4676,316190421.40967,1.2023928560083e-14
92.25,135.61332225903,-3.1536717701861,3.1536717701861,943.91466685173,3469.6607036469,1.5236137952802,13510.329863477,-3041.9807975774,0.5,61.786784709962,2931124735.5187,316194685.60072,-7.6661180491427e-14
92.5,135.61422058465,-3.1536681831552,3.1536681831552,943.91444387474,3469.659320175,1.5236134200461,13510.314496637,-3041.9770675338,0.5,61.786782978648,2931124710.8815,316194682.94299,-9.4139006813656e-15
92.75,135.61511148448,-3.1536647578843,3.1536647578842,943.91420868214,3469.6580340966,1.5236130662394,13510.299822776,-3041.9734363714,0.5,61.786812654138,2931126118.8114,316194834.82324,-5.5118647880859e-14
93,135.61599380968,-3.153661483493,3.153661483493,943.91396963681,3469.6568383382,1.5236127179351,13510.285795284,-3041.9699021149,0.5,61.786918506256,2931131140.8647,316195376.57656,5.2164219786877e-14
93.25,135.61686342661,-3.1536584029558,3.1536584029558,943.91373610101,3469.6557783708,1.5236123868274,13510.272598263,-3041.9665174429,0.5,61.787568951106,2931161997.7834,316198705.2625,4.4505637223174e-14
93.5,135.61771367367,-3.153655490379,3.153655490379,943.91351746066,3469.6548203649,1.5236120579954,13510.260120784,-3041.9632730453,0.5,61.787565661792,2931161841.4477,316198688.39781,7.1442784080393e-14
93.75,135.6185376159,-3.1536527208504,3.1536527208504,943.91332205808,3469.6539364188,1.5236117191254,13510.248256123,-3041.9601662686,0.5,61.787570349007,2931162063.8088,316198712.38498,2.8076936750525e-13
94,135.61932850264,-3.1536500738811,3.1536500738811,943.91315624285,3469.6531064908,1.5236113620703,13510.236916507,-3041.9572011387,0.5,61.787623967011,2931164607.8897,316198986.82737,1.286084838611e-13
94.25,135.62008082528,-3.1536475346511,3.1536475346511,943.91302372983,3469.6523174688,1.5236109832626,13510.226038445,-3041.9543839249,0.5,61.787730175961,2931169619.7057,316199527.47634,1.0459318205657e-13
94.5,135.62078915007,-3.1536451176314,3.1536451176314,943.91292537715,3469.6515833923,1.5236105949441,13510.215683933,-3041.9517438399,0.5,61.788125417654,2931188361.8172,316201549.27909,3.3134943016265e-13
94.75,135.62145002778,-3.153642798348,3.153642798348,943.91285941226,3469.650876694,1.5236101941359,13510.205748123,-3041.9492675124,0.5,61.788133101804,2931188761.3161,316201592.37498,3.8204435583634e-13
95,135.6220624728,-3.1536405773565,3.1536405773565,943.91282195283,3469.6502043444,1.5236097901606,13510.196233395,-3041.9469649454,0.5,61.788395194987,2931201195.2397,316202933.68282,4.7392981768245e-13
95.25,135.62262640564,-3.1536384360448,3.1536384360448,943.91280769054,3469.6495397801,1.5236093844019,13510.187060016,-3041.9448123499,0.5,61.788433760362,2931203000.7924,316203128.45657,3.3969480196364e-13
95.5,135.62314443155,-3.1536363884105,3.1536363884105,943.91281055624,3469.6489053987,1.5236089931226,13510.17828795,-3041.9428220087,0.5,61.788801449607,2931220467.9238,316205012.72102,4.4018925253967e-13
95.75,135.62362074563,-3.1536344136098,3.1536344136098,943.91282430872,3469.648277665,1.5236086164958,13510.169827904,-3041.9409599832,0.5,61.788798688398,2931220336.8565,316204998.58215,2.9272744816455e-13
96,135.62406111338,-3.1536325141236,3.1536325141236,943.91284297997,3469.6476648401,1.5236082633433,13510.161690505,-3041.9392160154,0.5,61.789000692452,2931229919.7198,316206032.33223,3.7906263631295e-13
96.25,135.62447150518,-3.1536306804126,3.1536306804126,943.91286123166,3469.6470629909,1.5236079349256,13510.153834887,-3041.9375686374,0.5,61.789074117189,2931233403.0529,316206408.09633,2.9117388610953e-13
96.5,135.62485961549,-3.153628921823,3.153628921823,943.91287463447,3469.6464926363,1.52360763874,13510.14630109,-3041.9360128347,0.5,61.78931927839,2931245033.7206,316207662.75304,3.232295409005e-13
96.75,135.62523112234,-3.1536272258642,3.1536272258642,943.91287990637,3469.6459418998,1.523607369966,13510.139035602,-3041.9345205182,0.5,61.789320383894,2931245085.9221,316207668.38426,4.1947417170277e-13
97,135.62559145122,-3.1536255951192,3.1536255951192,943.91287507236,3469.64542044,1.5236071280199,13510.132049491,-3041.9330838862,0.5,61.789453750046,2931251413.0349,316208350.9207,4.3184547293093e-13
97.25,135.62594593118,-3.1536240307652,3.1536240307652,943.91285953575,3469.6449367006,1.5236069102356,13510.125347798,-3041.9316944167,0.5,61.789559639689,2931256436.4274,316208892.81849,4.238729834045e-13
97.5,135.62629657552,-3.1536225331404,3.1536225331404,943.9128340233,3469.644491673,1.5236067122996,13510.118931974,-3041.9303467061,0.5,61.789647797858,2931260618.6584,316209343.97609,4.8712262758797e-13
97.75,135.62664562873,-3.1536211057583,3.1536211057583,943.91280039627,3469.6440930537,1.523606531045,13510.112817069,-3041.9290408957,0.5,61.789761615327,2931266018.2791,316209926.45945,4.5921526509299e-13
98,135.6269924426,-3.1536197436211,3.1536197436211,943.9127613592,3469.6437332271,1.5236063594728,13510.106981673,-3041.9277720922,0.5,61.789793067061,2931267186.2788,316210052.45726,4.6162386416846e-13
98.25,135.62733615659,-3.1536184512681,3.1536184512681,943.91272011393,3469.643419553,1.5236061955433,13510.101445232,-3041.9265497533,0.5,61.789917452222,2931273340.1491,316210716.30519,4.8665022599252e-13
98.5,135.62767485077,-3.153617227485,3.153617227485,943.91268002883,3469.6431471677,1.5236060359259,13510.096202546,-3041.9253752346,0.5,61.789985231771,2931276563.1325,316211063.98409,4.6388499396883e-13
98.75,135.6280059634,-3.1536160656457,3.1536160656457,943.91264435391,3469.6429085119,1.5236058759968,13510.091225226,-3041.9242499543,0.5,61.790006370136,2931277629.1844,316211178.98429,3.3764213901562e-13
99,135.62832731318,-3.1536149652661,3.1536149652661,943.91261598358,3469.6427057455,1.523605715176,13510.0865112,-3041.9231830166,0.5,61.790104423586,2931282281.0259,316211680.80106,1.9775600604691e-13
99.25,135.62863650911,-3.1536139179895,3.1536139179895,943.91259726448,3469.642527399,1.5236055505643,13510.082024667,-3041.9221716259,0.5,61.790118446403,2931282946.2687,316211752.56405,1.1748087615316e-13
99.5,135.62893179089,-3.1536129258315,3.1536129258315,943.91258982792,3469.642379745,1.5236053850629,13510.077774262,-3041.9212273325,0.5,61.790250233461,2931289198.3954,316212427.01137,1.8666763390154e-13
99.75,135.62921132403,-3.1536119779577,3.1536119779577,943.91259446989,3469.6422490658,1.523605216677,13510.073713571,-3041.9203436734,0.5,61.790248402132,2931289111.4618,316212417.63342,3.0083452255625e-13
100,135.62947414889,-3.1536110823033,3.1536110823033,943.9126110891,3469.6421480444,1.5236050526564,13510.069876587,-3041.9195352815,0.5,61.790445310296,2931298452.9051,316213425.34035,2.9243045570653e-13
100.25,135.62971991686,-3.1536102271079,3.1536102271079,943.91263873124,3469.6420634511,1.5236048920847,13510.06621293,-3041.9187916216,0.5,61.79044313229,2931298349.5158,316213414.18724,3.1463361914493e-13
100.5,135.62994900704,-3.1536094018722,3.1536094018722,943.91267572953,3469.6419860601,1.5236047341918,13510.06267762,-3041.9181036961,0.5,61.79044318884,2931298352.0714,316213414.46293,3.340026946853e-13
100.75,135.63016252109,-3.1536085981582,3.1536085981581,943.91271992708,3469.6419091946,1.5236045784014,13510.05923451,-3041.9174624985,0.5,61.790449986053,2931298674.4814,316213449.24287,2.2507723095023e-13
101,135.63036228715,-3.1536078141085,3.1536078141085,943.91276893796,3469.6418353106,1.5236044262552,13510.055875641,-3041.9168649715,0.5,61.790515569611,2931301786.0329,316213784.90107,1.9534582652137e-13
101.25,135.63054993843,-3.1536070502047,3.1536070502047,943.9128204015,3469.6417646068,1.5236042795611,13510.052603077,-3041.9163060978,0.5,61.790587510215,2931305198.9859,316214153.07291,2.9193063022177e-13
